	AT_vs_LM98	AT_vs_LUv2	LM98_vs_AT	LM98_vs_LUv2	LUv2_vs_AT	LUv2_vs_LM98
Lus10005333	0	0	1	0	1	0
Lus10017641	1	1	1	1	1	1
Lus10006164	1	1	1	1	1	1
Lus10033882	1	1	1	1	1	1
Lus10015908	1	1	0	0	1	1
Lus10004845	0	1	1	1	1	0
Lus10011192	1	1	1	1	1	1
Lus10003427	0	0	0	0	1	1
Lus10019357	1	1	1	1	1	1
Lus10006894	1	1	1	1	1	1
Lus10034889	1	1	1	1	1	1
Lus10003447	0	0	1	1	1	1
Lus10022275	0	0	1	1	1	0
Lus10012817	1	1	1	1	1	1
Lus10004080	0	0	1	1	1	1
Lus10031531	0	1	0	1	1	1
Lus10035496	0	0	1	1	1	1
Lus10020731	1	0	0	0	1	1
Lus10015786	1	1	1	1	1	1
Lus10025804	0	1	1	1	1	0
Lus10022628	0	1	0	0	1	1
Lus10012586	0	1	0	0	1	1
Lus10035558	0	1	1	0	1	1
Lus10005808	1	1	1	1	1	1
Lus10017334	1	0	1	1	1	1
Lus10009992	1	1	0	0	1	0
Lus10028099	0	1	1	1	1	1
Lus10043111	1	1	1	1	1	1
Lus10011571	1	1	1	1	1	1
Lus10010171	0	0	0	0	1	1
Lus10022918	1	1	0	0	1	1
Lus10000813	1	0	1	1	1	1
Lus10018560	1	0	1	1	1	1
Lus10024216	1	1	1	1	1	1
Lus10033669	1	0	0	0	1	1
Lus10025121	1	1	1	1	1	1
Lus10000834	0	0	1	1	1	1
Lus10032472	1	0	1	0	1	0
Lus10009487	1	0	1	1	1	1
Lus10030408	1	0	1	1	1	1
Lus10039432	0	0	1	1	1	1
Lus10031997	1	0	1	0	1	0
Lus10038312	0	0	0	1	1	1
Lus10004928	1	0	1	1	1	1
Lus10016193	1	1	0	0	1	0
Lus10024181	1	0	1	1	1	1
Lus10012629	1	1	1	1	1	1
Lus10034572	1	1	1	1	1	1
Lus10038355	1	1	1	1	1	1
Lus10033655	1	1	1	1	1	0
Lus10009722	1	1	1	1	1	1
Lus10017439	1	0	1	1	1	1
Lus10020387	1	0	1	1	1	1
Lus10034179	1	1	1	1	1	1
Lus10040121	1	1	1	1	1	1
Lus10028039	1	1	1	1	1	0
Lus10038084	1	1	1	1	1	1
Lus10009405	1	0	0	0	1	1
Lus10039209	0	0	1	1	1	1
Lus10030138	1	1	1	1	1	1
Lus10010648	1	1	1	1	1	1
Lus10004906	1	1	1	1	1	1
Lus10034622	1	1	1	1	1	1
Lus10016854	0	0	0	0	1	1
Lus10007597	1	1	1	0	1	0
Lus10023067	1	1	1	1	1	1
Lus10008837	1	1	1	1	1	1
Lus10011635	0	0	0	0	1	1
Lus10028286	1	1	1	1	1	0
Lus10022941	1	1	1	1	1	1
Lus10004478	1	1	1	1	1	0
Lus10029986	1	1	1	1	1	1
Lus10021769	0	0	1	1	1	1
Lus10021782	0	0	1	1	1	1
Lus10023990	0	0	1	1	1	0
Lus10029728	1	0	1	1	1	0
Lus10011685	1	1	1	1	1	1
Lus10011358	1	1	1	1	1	1
Lus10030267	1	0	0	1	1	1
Lus10012914	0	0	1	0	1	1
Lus10025193	0	0	0	0	1	1
Lus10034237	0	0	1	1	1	1
Lus10003941	0	1	0	1	1	1
Lus10033990	1	1	1	0	1	0
Lus10042635	1	1	1	1	1	1
Lus10035231	1	1	1	0	1	1
Lus10011251	0	1	1	1	1	0
Lus10038629	1	1	1	1	1	1
Lus10037439	1	1	1	1	1	0
Lus10001076	1	1	1	0	1	1
Lus10005435	0	1	1	1	1	1
Lus10040604	0	1	1	1	1	1
Lus10006151	1	1	1	1	1	1
Lus10030159	0	1	0	1	1	1
Lus10009620	1	0	1	1	1	0
Lus10026880	0	0	1	1	1	1
Lus10016864	1	1	1	1	1	0
Lus10040495	1	1	1	1	1	1
Lus10014374	1	1	1	1	1	1
Lus10003388	0	1	0	0	1	1
Lus10040931	1	1	1	1	1	1
Lus10010058	1	1	1	1	1	1
Lus10009879	1	1	1	1	1	0
Lus10040159	1	0	1	1	1	1
Lus10025160	0	0	0	0	1	1
Lus10035938	1	1	1	0	1	0
Lus10000821	1	1	1	1	1	1
Lus10036510	1	0	1	1	1	1
Lus10011799	1	1	1	1	1	1
Lus10038065	1	1	0	0	1	1
Lus10006694	1	1	1	1	1	1
Lus10024859	1	0	1	0	1	0
Lus10020363	1	1	0	1	1	1
Lus10033087	0	0	0	0	1	1
Lus10024678	1	0	0	0	1	1
Lus10031842	1	1	1	1	1	1
Lus10006527	0	0	1	0	1	0
Lus10005983	1	0	1	1	1	1
Lus10001770	1	1	1	1	1	1
Lus10041525	1	1	1	1	1	1
Lus10036677	1	1	1	0	1	0
Lus10025124	1	1	1	1	1	1
Lus10030127	0	1	1	1	1	1
Lus10013920	0	1	0	1	1	1
Lus10009533	1	1	1	1	1	1
Lus10017802	0	0	0	0	1	1
Lus10027769	1	1	1	1	1	1
Lus10042968	1	0	1	1	1	1
Lus10014780	1	1	1	1	1	1
Lus10010311	1	1	1	1	1	1
Lus10012746	1	1	0	1	1	1
Lus10006589	1	1	1	1	1	1
Lus10035035	1	1	1	1	1	1
Lus10017411	0	0	1	1	1	1
Lus10012101	1	0	1	1	1	1
Lus10005713	0	0	1	1	1	1
Lus10017069	1	0	0	0	1	1
Lus10005327	1	0	1	1	1	1
Lus10021670	1	1	1	1	1	1
Lus10013973	1	0	0	0	1	1
Lus10009063	1	1	0	0	1	1
Lus10003275	1	1	1	1	1	1
Lus10011970	1	0	1	1	1	1
Lus10041432	0	0	1	1	1	0
Lus10014949	0	1	0	0	1	1
Lus10034178	1	1	1	0	1	1
Lus10016234	1	1	1	1	1	1
Lus10021815	0	0	1	1	1	1
Lus10007327	1	1	1	1	1	1
Lus10039394	1	1	1	1	1	1
Lus10023302	1	1	1	1	1	0
Lus10011596	1	0	0	0	1	1
Lus10024668	1	1	0	0	1	0
Lus10014440	0	1	1	1	1	1
Lus10040321	0	0	1	1	1	1
Lus10033077	1	1	1	1	1	1
Lus10011144	1	1	1	1	1	1
Lus10002245	1	1	1	1	1	1
Lus10032767	0	0	0	0	1	1
Lus10005293	0	0	0	0	1	1
Lus10007390	1	1	1	1	1	1
Lus10029513	1	1	1	1	1	1
Lus10016912	1	1	1	1	1	1
Lus10015611	1	0	1	0	1	1
Lus10025371	1	1	1	1	1	1
Lus10025859	0	1	1	1	1	1
Lus10025272	1	0	1	1	1	1
Lus10015810	0	1	1	1	1	1
Lus10015924	1	1	1	1	1	1
Lus10039116	0	1	1	1	1	0
Lus10037737	1	1	1	0	1	1
Lus10030345	1	1	1	1	1	1
Lus10021085	0	0	1	0	1	0
Lus10028944	1	1	0	0	1	1
Lus10018705	1	0	0	0	1	1
Lus10007677	1	1	1	1	1	1
Lus10008362	0	0	1	0	1	0
Lus10008479	0	1	0	0	1	1
Lus10006026	0	1	1	1	1	1
Lus10019842	0	0	0	0	1	1
Lus10034590	1	1	1	1	1	1
Lus10016366	1	1	1	1	1	1
Lus10033647	1	0	0	1	1	1
Lus10015384	1	1	1	1	1	0
Lus10030285	1	1	1	1	1	1
Lus10030925	1	0	1	1	1	1
Lus10040201	1	1	1	1	1	1
Lus10038121	1	0	1	1	1	1
Lus10010673	1	1	1	1	1	1
Lus10018210	1	1	0	0	1	0
Lus10018734	1	1	1	1	1	1
Lus10017731	0	0	1	1	1	1
Lus10029346	0	1	1	1	1	1
Lus10025845	0	0	1	1	1	1
Lus10042771	1	0	0	1	1	1
Lus10011686	1	0	1	1	1	1
Lus10033023	0	1	1	1	1	1
Lus10017620	0	1	1	0	1	1
Lus10037457	0	1	1	1	1	1
Lus10034954	1	1	1	1	1	1
Lus10002005	1	1	1	0	1	0
Lus10043480	1	0	0	0	1	1
Lus10008569	1	1	1	1	1	1
Lus10026830	1	1	1	1	1	1
Lus10034875	1	1	1	1	1	1
Lus10029799	1	1	1	1	1	1
Lus10017311	1	1	1	1	1	1
Lus10003715	1	1	1	1	1	0
Lus10034366	1	1	1	1	1	1
Lus10020051	1	1	1	1	1	1
Lus10037458	1	1	0	0	1	1
Lus10035340	1	1	0	0	1	1
Lus10010036	1	1	1	0	1	0
Lus10001939	1	1	1	1	1	1
Lus10014499	0	1	0	0	1	0
Lus10023259	1	0	1	0	1	0
Lus10008478	1	1	1	0	1	0
Lus10021647	1	1	1	1	1	0
Lus10036565	1	1	1	1	1	1
Lus10006890	0	0	0	0	1	1
Lus10032926	0	0	1	0	1	0
Lus10004096	1	0	1	1	1	1
Lus10016906	1	1	0	0	1	1
Lus10004987	1	1	1	1	1	1
Lus10018628	1	1	1	1	1	1
Lus10028668	1	0	0	0	1	0
Lus10032987	0	0	1	1	1	1
Lus10033964	1	0	1	1	1	1
Lus10014944	1	1	1	1	1	0
Lus10024446	1	1	1	1	1	1
Lus10003921	1	0	0	0	1	1
Lus10030153	1	1	0	0	1	0
Lus10015499	0	1	1	1	1	1
Lus10011229	1	0	0	1	1	1
Lus10013228	0	0	1	1	1	0
Lus10002783	1	0	1	1	1	0
Lus10026368	0	0	1	1	1	1
Lus10023395	1	1	1	1	1	1
Lus10042406	1	1	1	1	1	0
Lus10015425	1	1	1	1	1	1
Lus10002977	1	1	1	1	1	1
Lus10021179	1	1	1	1	1	1
Lus10030241	1	0	0	0	1	1
Lus10027616	1	1	1	1	1	0
Lus10025896	1	1	0	0	1	1
Lus10003359	1	1	1	1	1	1
Lus10027500	1	1	1	0	1	0
Lus10021378	1	1	1	1	1	1
Lus10008200	0	0	0	0	1	1
Lus10023388	0	0	1	0	1	1
Lus10035959	1	1	1	1	1	1
Lus10000743	0	1	0	0	1	1
Lus10022139	1	1	1	1	1	1
Lus10006341	0	0	0	0	1	0
Lus10011279	1	1	1	1	1	1
Lus10038141	0	0	0	0	1	1
Lus10021586	1	1	1	1	1	1
Lus10005753	1	1	1	1	1	1
Lus10025686	1	0	1	1	1	1
Lus10038813	0	0	1	1	1	0
Lus10013826	1	1	1	1	1	0
Lus10034612	1	0	1	1	1	0
Lus10042824	0	0	1	1	1	0
Lus10031951	0	0	0	0	1	1
Lus10022622	0	0	0	0	1	1
Lus10015086	1	0	1	1	1	1
Lus10039991	1	0	1	1	1	0
Lus10036641	1	1	1	1	1	1
Lus10040601	1	1	0	0	1	1
Lus10031264	1	0	0	0	1	1
Lus10038765	1	1	1	0	1	0
Lus10037913	1	1	1	1	1	0
Lus10032187	1	1	0	1	1	1
Lus10015204	1	0	1	1	1	1
Lus10015869	0	1	1	1	1	1
Lus10004732	1	0	1	1	1	1
Lus10042935	1	1	1	1	1	1
Lus10003857	0	1	0	0	1	0
Lus10015088	0	0	1	1	1	1
Lus10003734	1	1	0	0	1	1
Lus10040257	0	0	0	0	1	1
Lus10006666	1	0	1	1	0	1
Lus10009406	1	0	1	1	0	1
Lus10021224	1	1	1	1	0	1
Lus10039424	1	0	1	1	0	1
Lus10031112	1	0	1	1	0	1
Lus10007179	1	0	1	1	0	1
Lus10040950	0	0	1	1	0	1
Lus10033306	0	0	1	1	0	1
Lus10014188	1	0	0	0	0	1
Lus10010983	1	0	1	0	0	1
Lus10014019	1	0	1	1	0	1
Lus10020334	1	0	1	1	0	1
Lus10027009	1	1	1	1	0	1
Lus10038868	1	1	1	1	0	1
Lus10006839	1	1	1	1	0	1
Lus10004948	1	1	1	1	0	1
Lus10017292	1	1	1	1	0	1
Lus10022427	1	1	1	1	0	1
Lus10025985	1	1	1	1	0	1
Lus10014237	1	0	0	1	0	1
Lus10025310	0	0	1	1	0	1
Lus10024033	1	0	1	1	0	1
Lus10028388	1	1	0	0	0	1
Lus10024586	1	0	1	1	0	1
Lus10025696	1	0	1	1	0	1
Lus10033646	1	0	0	1	0	1
Lus10021072	0	0	1	1	0	1
Lus10008203	1	1	1	1	0	1
Lus10035857	1	1	1	1	0	1
Lus10039293	1	0	1	1	0	1
Lus10001346	1	1	0	0	0	1
Lus10022894	1	1	1	1	0	1
Lus10003390	1	0	1	1	0	1
Lus10032515	1	1	1	1	0	1
Lus10014344	1	1	1	1	0	1
Lus10009765	1	0	1	1	0	1
Lus10021896	1	0	0	0	0	1
Lus10020240	0	0	1	0	0	1
Lus10043408	1	0	1	1	0	1
Lus10023396	1	0	1	1	0	1
Lus10014926	1	0	1	1	0	1
Lus10012731	0	0	0	0	0	1
Lus10016763	0	0	0	0	0	1
Lus10013947	0	1	0	1	0	1
Lus10018739	1	1	1	1	0	1
Lus10042471	1	0	0	1	0	1
Lus10025574	1	0	1	0	0	1
Lus10017308	1	1	1	1	0	1
Lus10011343	1	1	1	1	0	1
Lus10030439	1	1	1	1	0	1
Lus10028617	1	0	1	1	0	1
Lus10031777	1	1	1	1	0	1
Lus10003099	1	1	1	0	0	1
Lus10018878	0	0	1	1	0	1
Lus10043369	1	1	1	1	0	1
Lus10010710	1	0	1	1	0	1
Lus10041098	0	0	0	0	0	1
Lus10023840	1	0	1	1	0	1
Lus10032207	0	0	0	0	0	1
Lus10031530	1	0	1	1	0	1
Lus10022801	1	0	0	0	0	1
Lus10020108	1	0	1	0	0	1
Lus10035136	1	0	0	1	0	1
Lus10017834	1	0	0	0	0	1
Lus10033079	0	0	1	1	0	1
Lus10022400	1	0	1	1	0	1
Lus10007249	0	0	0	0	0	1
Lus10019422	1	1	0	0	0	1
Lus10037493	1	0	1	1	0	1
Lus10023311	1	1	1	1	0	1
Lus10009321	1	0	1	1	0	1
Lus10006373	0	0	0	0	0	1
Lus10000898	0	0	0	0	0	1
Lus10004299	1	0	1	1	0	1
Lus10028989	1	0	1	0	0	1
Lus10033791	1	1	0	1	0	1
Lus10036556	0	0	0	0	0	1
Lus10023851	1	0	0	1	0	1
Lus10018131	0	0	0	1	0	1
Lus10010743	1	0	1	1	0	1
Lus10014149	1	1	1	1	0	1
Lus10033491	1	0	1	1	0	1
Lus10033509	1	1	1	1	0	1
Lus10029837	1	1	1	1	0	1
Lus10011138	1	0	1	1	0	1
Lus10028608	0	0	0	0	0	1
Lus10023383	1	0	0	1	0	1
Lus10038471	1	1	1	1	0	1
Lus10041858	1	1	1	1	0	1
Lus10032424	0	0	0	0	0	1
Lus10028877	1	0	0	0	0	1
Lus10020848	0	0	0	0	0	1
Lus10037973	1	1	1	1	0	1
Lus10005488	1	1	1	1	0	1
Lus10009005	1	0	1	1	0	1
Lus10026576	1	0	1	0	0	1
Lus10034087	1	0	1	1	0	1
Lus10041438	1	1	0	0	0	1
Lus10028887	1	1	0	1	0	1
Lus10008048	1	1	1	1	0	1
Lus10027311	0	0	1	1	0	1
Lus10023868	1	0	1	1	0	1
Lus10031614	1	1	1	1	0	1
Lus10004245	1	1	1	1	0	1
Lus10026468	1	1	0	0	0	1
Lus10011927	1	1	0	1	0	1
Lus10012242	1	0	0	0	0	1
Lus10014887	1	0	0	0	0	1
Lus10006088	1	1	1	1	0	1
Lus10037026	1	0	1	0	0	1
Lus10041307	1	1	0	0	0	1
Lus10014402	1	0	1	1	0	1
Lus10024911	1	1	1	1	0	1
Lus10002838	0	0	1	1	0	1
Lus10012632	1	1	1	0	0	1
Lus10039573	1	0	1	1	0	1
Lus10036034	1	0	1	1	0	1
Lus10031523	1	1	0	1	0	1
Lus10023765	1	1	1	1	0	1
Lus10039198	0	0	1	1	0	1
Lus10025976	1	1	1	1	0	1
Lus10035652	1	0	1	1	0	1
Lus10001851	1	0	1	1	0	1
Lus10023926	1	1	1	1	0	1
Lus10032136	0	0	0	0	0	1
Lus10016012	1	0	1	0	0	1
Lus10029262	0	1	1	1	0	1
Lus10003712	1	1	1	1	0	1
Lus10033598	1	1	1	1	0	1
Lus10028997	1	0	0	0	0	1
Lus10023603	1	0	1	1	0	1
Lus10029399	0	0	1	1	0	1
Lus10032460	1	1	0	1	0	1
Lus10023878	1	1	1	1	0	1
Lus10035429	1	1	0	0	0	1
Lus10026811	0	0	1	1	0	1
Lus10007485	1	1	1	1	0	1
Lus10018105	1	1	0	0	0	1
Lus10022389	1	1	1	1	0	1
Lus10024086	1	1	0	0	0	1
Lus10010035	1	0	0	0	0	1
Lus10020046	1	1	1	1	0	1
Lus10004891	1	0	1	1	0	1
Lus10007313	1	0	0	0	0	1
Lus10038076	1	1	1	1	0	1
Lus10013772	1	0	0	0	0	1
Lus10027695	1	1	1	0	0	1
Lus10030357	1	1	1	1	0	1
Lus10009567	1	1	0	0	0	1
Lus10000822	0	0	0	0	0	1
Lus10042999	0	0	0	0	0	1
Lus10006673	0	0	0	0	0	1
Lus10006348	1	1	1	1	0	1
Lus10020116	1	0	1	1	0	1
Lus10007938	1	1	0	0	0	1
Lus10027483	0	0	0	0	0	1
Lus10002757	1	1	1	1	0	1
Lus10006609	1	1	1	1	0	1
Lus10021204	0	0	1	1	0	1
Lus10035562	1	0	1	1	0	1
Lus10024218	1	0	0	0	0	1
Lus10033327	1	0	1	1	0	1
Lus10008926	1	0	0	0	0	1
Lus10003875	1	0	1	1	0	1
Lus10017990	1	0	1	0	0	1
Lus10034940	0	0	1	1	0	1
Lus10033376	1	0	1	1	0	1
Lus10037414	1	0	1	1	0	1
Lus10014608	1	0	0	1	0	1
Lus10016038	0	0	1	1	0	1
Lus10003052	0	0	0	0	0	1
Lus10015312	1	0	1	1	0	1
Lus10009512	1	1	0	0	0	1
Lus10034624	1	0	1	1	0	1
Lus10038885	1	1	1	1	0	1
Lus10018892	0	0	1	1	0	1
Lus10023274	1	1	1	0	0	1
Lus10021151	1	0	0	0	0	1
Lus10012146	1	0	1	0	0	1
Lus10013510	1	0	0	0	0	1
Lus10000678	1	1	0	0	0	1
Lus10039579	1	1	1	1	0	1
Lus10031122	1	0	0	0	0	1
Lus10015277	1	1	1	1	0	1
Lus10014903	1	1	1	1	0	1
Lus10007440	1	1	1	1	0	1
Lus10032775	1	1	1	1	0	1
Lus10028133	1	1	1	1	0	1
Lus10010919	0	0	1	1	0	1
Lus10037442	0	0	0	1	0	1
Lus10040474	1	1	1	1	0	1
Lus10025237	0	1	1	1	0	1
Lus10003602	1	1	0	1	0	1
Lus10034413	1	1	1	1	0	1
Lus10030961	1	0	1	1	0	1
Lus10007067	1	1	1	1	0	1
Lus10034296	1	1	0	1	0	1
Lus10036295	1	0	0	1	0	1
Lus10011331	0	0	1	1	0	1
Lus10021605	1	0	1	1	0	1
Lus10009870	0	1	1	1	0	1
Lus10003468	1	1	1	1	0	1
Lus10041713	0	0	1	1	0	1
Lus10013226	0	0	1	1	0	1
Lus10007365	0	1	1	1	0	1
Lus10004171	1	1	1	0	0	1
Lus10035598	1	1	1	1	0	1
Lus10001000	0	0	1	1	0	1
Lus10011045	1	1	1	1	0	1
Lus10006275	0	0	1	1	0	1
Lus10031313	1	1	1	1	0	1
Lus10028276	1	1	1	1	0	1
Lus10015470	1	0	1	1	0	1
Lus10040720	1	1	0	0	0	1
Lus10021061	1	1	1	0	0	1
Lus10037679	0	0	1	0	0	1
Lus10027297	1	0	1	0	0	1
Lus10037560	0	0	0	0	0	1
Lus10017385	1	0	1	1	0	1
Lus10004504	0	0	1	1	0	1
Lus10011117	1	0	0	1	0	1
Lus10028438	1	1	1	1	0	1
Lus10016275	1	0	0	0	0	1
Lus10034752	1	1	0	0	0	1
Lus10043371	1	1	0	0	0	1
Lus10030656	1	0	1	1	0	1
Lus10002687	1	1	0	0	0	1
Lus10018181	1	1	1	1	0	1
Lus10011789	0	1	0	0	0	1
Lus10012805	1	1	1	1	0	1
Lus10027322	0	1	0	0	0	1
Lus10025565	0	0	1	1	0	1
Lus10030803	1	1	0	0	0	1
Lus10036297	1	1	1	1	0	1
Lus10000675	1	1	1	0	0	1
Lus10024282	1	1	1	1	0	1
Lus10035247	1	0	1	1	0	1
Lus10039596	1	0	0	0	0	1
Lus10007674	1	1	1	1	0	1
Lus10038075	1	1	1	1	0	1
Lus10006431	1	0	0	0	0	1
Lus10008489	1	0	1	1	0	1
Lus10032138	0	0	1	1	0	1
Lus10007112	1	0	0	0	0	1
Lus10019018	1	1	1	1	0	1
Lus10036871	1	0	1	1	0	1
Lus10027289	0	0	0	0	0	1
Lus10015410	1	0	1	1	0	1
Lus10030753	1	1	1	1	0	1
Lus10028138	1	1	0	0	0	1
Lus10035069	1	1	1	1	0	1
Lus10031010	1	1	1	1	0	1
Lus10031838	1	1	1	1	0	1
Lus10030141	1	1	1	1	0	1
Lus10027679	1	0	1	1	0	1
Lus10028153	1	1	0	0	0	1
Lus10033524	1	1	1	1	0	1
Lus10023261	1	1	1	0	0	1
Lus10014108	1	1	1	1	0	1
Lus10029535	0	0	1	1	0	1
Lus10017496	1	1	1	1	0	1
Lus10013870	1	0	1	1	0	1
Lus10028978	1	1	1	1	0	1
Lus10030235	1	0	1	1	0	1
Lus10009669	1	1	1	1	0	1
Lus10022447	0	0	1	1	0	1
Lus10017463	0	0	0	0	0	1
Lus10039367	0	0	0	0	0	1
Lus10007753	0	0	1	1	0	1
Lus10032348	1	0	0	0	0	1
Lus10015922	1	1	0	0	0	1
Lus10010057	0	0	0	0	0	1
Lus10025894	0	0	0	0	0	1
Lus10036492	1	1	1	0	0	1
Lus10023891	1	1	1	1	0	1
Lus10026591	1	1	0	0	0	1
Lus10013978	1	1	1	1	0	1
Lus10015589	1	1	0	0	0	1
Lus10017737	1	1	1	1	0	1
Lus10032151	0	0	1	1	0	1
Lus10021460	1	0	1	1	0	1
Lus10036482	0	1	0	0	0	1
Lus10023452	0	1	1	1	0	1
Lus10020712	1	0	0	0	0	1
Lus10033025	1	0	0	0	0	1
Lus10042324	1	1	1	1	0	1
Lus10002634	0	0	1	1	0	1
Lus10025369	1	0	0	1	0	1
Lus10029635	1	0	1	1	0	1
Lus10016006	1	1	1	1	0	1
Lus10022441	0	0	0	0	0	1
Lus10028183	0	0	0	0	0	1
Lus10006531	0	0	1	1	0	1
Lus10018755	1	1	1	1	0	1
Lus10032606	1	1	1	0	0	1
Lus10001579	0	0	0	1	0	1
Lus10022194	1	1	1	1	0	1
Lus10024820	1	0	1	1	0	1
Lus10006882	0	0	1	1	0	1
Lus10005249	1	1	1	1	0	1
Lus10011574	1	1	0	0	0	1
Lus10034435	0	1	1	1	0	1
Lus10040947	1	1	0	0	0	1
Lus10014405	1	0	1	1	0	1
Lus10006279	0	0	1	1	0	1
Lus10013006	1	1	0	1	0	1
Lus10029903	1	0	1	1	0	1
Lus10038516	1	1	1	1	0	1
Lus10009575	1	0	1	1	0	1
Lus10005168	1	1	1	1	0	1
Lus10000875	1	1	1	1	0	1
Lus10012330	0	0	0	0	0	1
Lus10013774	0	0	1	1	0	1
Lus10036870	1	1	1	1	0	1
Lus10040919	0	0	0	0	0	1
Lus10013518	1	0	0	0	0	1
Lus10018195	1	0	1	1	0	1
Lus10025172	1	0	1	1	0	1
Lus10003393	0	0	1	1	0	1
Lus10028735	1	1	1	1	0	1
Lus10000384	0	0	0	0	0	1
Lus10015095	1	1	0	0	0	1
Lus10037647	1	1	0	0	0	1
Lus10006367	1	1	0	0	0	1
Lus10003647	1	1	1	1	0	1
Lus10039462	0	0	1	1	0	1
Lus10026903	1	0	1	1	0	1
Lus10014929	1	0	1	1	0	1
Lus10020184	0	1	1	1	0	1
Lus10039852	1	1	1	1	0	1
Lus10001788	1	1	1	1	0	1
Lus10034518	1	0	1	1	0	1
Lus10009817	0	0	0	1	0	1
Lus10008907	1	1	1	1	0	1
Lus10019164	0	0	1	0	0	1
Lus10027614	1	1	0	1	0	1
Lus10018159	1	1	1	1	0	1
Lus10035440	1	1	1	1	0	1
Lus10000839	1	1	1	1	0	1
Lus10038324	1	0	1	1	0	1
Lus10011173	0	1	0	0	0	1
Lus10003736	1	1	0	0	0	1
Lus10035777	0	0	0	0	0	1
Lus10043104	0	0	0	0	0	1
Lus10011593	1	0	1	1	0	1
Lus10033890	1	1	0	1	0	1
Lus10038434	1	1	1	1	0	1
Lus10015345	1	1	1	1	0	1
Lus10007236	1	1	1	1	0	1
Lus10013435	1	0	1	1	0	1
Lus10039988	1	1	1	1	0	1
Lus10025408	1	0	0	0	0	1
Lus10035834	1	0	1	1	0	1
Lus10042693	1	1	0	0	0	1
Lus10021297	1	0	0	0	0	1
Lus10014815	0	1	1	1	0	1
Lus10002812	1	1	1	1	0	1
Lus10032110	1	1	1	1	0	1
Lus10016328	1	1	1	1	0	1
Lus10029718	0	0	1	1	0	1
Lus10034166	1	0	0	0	0	1
Lus10024682	1	1	1	1	0	1
Lus10032541	1	0	1	1	0	1
Lus10014060	0	0	1	1	0	1
Lus10002424	1	1	0	0	0	1
Lus10031353	0	1	1	1	0	1
Lus10020770	1	0	1	1	0	1
Lus10008800	1	1	1	1	0	1
Lus10035388	1	0	0	0	0	1
Lus10018123	0	0	0	1	0	1
Lus10016836	1	1	1	1	0	1
Lus10043287	1	0	0	0	0	1
Lus10003894	1	1	0	0	0	1
Lus10023651	0	0	1	1	0	1
Lus10005507	1	1	1	1	0	1
Lus10029152	1	0	1	0	0	1
Lus10027485	1	0	1	1	0	1
Lus10013254	1	0	0	0	0	1
Lus10020445	1	1	1	1	0	1
Lus10031223	0	0	0	0	0	1
Lus10043128	1	1	1	1	0	1
Lus10002284	0	1	0	0	0	1
Lus10042877	1	1	1	1	0	1
Lus10032062	0	0	1	1	0	1
Lus10020295	0	0	1	1	0	1
Lus10030441	1	1	1	1	0	1
Lus10037577	1	0	1	1	0	1
Lus10026563	1	0	1	1	0	1
Lus10022771	1	1	1	1	0	1
Lus10041956	1	0	0	0	0	1
Lus10001135	1	1	1	1	0	1
Lus10042131	1	1	1	1	0	1
Lus10028162	1	0	1	1	0	1
Lus10016828	1	0	0	0	0	1
Lus10012820	1	0	1	1	0	1
Lus10035726	1	0	1	1	0	1
Lus10013410	0	0	1	1	0	1
Lus10030176	0	0	0	0	0	1
Lus10032102	0	0	0	0	0	1
Lus10026337	1	0	1	1	0	1
Lus10037475	1	1	1	1	0	1
Lus10013208	1	1	1	1	0	1
Lus10034446	1	1	0	0	0	1
Lus10032728	1	1	1	1	0	1
Lus10025273	1	0	1	1	0	1
Lus10038406	1	0	1	1	0	1
Lus10006043	1	1	1	1	0	1
Lus10014553	1	1	1	1	0	1
Lus10041980	1	0	1	1	0	1
Lus10001137	1	0	1	1	0	1
Lus10009484	1	0	0	0	0	1
Lus10041047	1	1	1	1	0	1
Lus10007242	1	0	0	0	0	1
Lus10001677	1	1	1	1	0	1
Lus10034535	1	0	1	1	0	1
Lus10016850	1	1	1	1	0	1
Lus10026322	1	0	1	1	0	1
Lus10034675	0	0	0	0	0	1
Lus10018837	1	1	1	1	0	1
Lus10015930	1	1	1	1	0	1
Lus10024953	0	1	0	0	0	1
Lus10020949	0	1	0	1	0	1
Lus10001334	1	1	1	1	0	1
Lus10021489	1	0	1	1	0	1
Lus10008853	1	1	1	1	0	1
Lus10028408	0	0	0	0	0	1
Lus10028305	1	0	0	0	0	1
Lus10007755	1	0	0	0	0	1
Lus10021134	1	0	0	0	0	1
Lus10030800	1	0	1	1	0	1
Lus10042778	1	0	1	1	0	1
Lus10007203	1	0	0	0	0	1
Lus10033082	1	0	1	1	0	1
Lus10001487	1	0	0	0	0	1
Lus10014665	1	1	1	1	0	1
Lus10026040	0	0	1	1	0	1
Lus10034993	1	1	0	0	0	1
Lus10008105	1	0	0	0	0	1
Lus10018457	1	1	1	1	0	1
Lus10036366	1	1	0	0	0	1
Lus10006452	1	1	0	0	0	1
Lus10025270	1	0	0	0	0	1
Lus10015341	1	1	1	1	0	1
Lus10038921	1	1	1	1	0	1
Lus10002903	1	1	0	0	0	1
Lus10004342	1	1	1	1	0	1
Lus10003851	1	0	0	1	0	1
Lus10026364	1	0	1	0	0	1
Lus10022781	1	0	1	1	0	1
Lus10010160	1	0	1	1	0	1
Lus10008235	1	1	0	0	0	1
Lus10010887	1	1	1	1	0	1
